"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","date_scraped","search_query"
"in-650245f07120b0f4","indeed","https://www.indeed.com/viewjob?jk=650245f07120b0f4","https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=041a8516-be7e-4672-aab7-91b78e278f9c&ccId=19000101_000001&jobId=556069&source=IN&lang=en_US","Economic Development Specialist","Town of Johnstown","Johnstown, CO, US","2025-06-17","fulltime","direct_data","yearly",54349.0,65219.0,"USD",False,"","","","","Join the vibrant community of Johnstown, Colorado, as our new Economic Development Specialist! Be a part of a passionate team dedicated to making a difference in one of Northern Colorado's fastest-growing towns. With a welcoming atmosphere, top-notch public services, and thriving shopping centers, Johnstown offers an exceptional quality of life. With a population of 20,000 and growing, every role here has the power to positively impact our community. Make your mark where it truly matters—apply today and become a vital part of our team!
  
  
The Town of Johnstown is seeking a motivated and community-minded professional to join its team as an Economic Development Specialist. Under the direction of the Economic Development Director, this position supports the implementation of the Town’s economic development strategy and initiatives, with a focus on business retention, attraction, and expansion, data analysis, stakeholder engagement, and administrative coordination.
  
  
The Specialist will assist in the execution of key projects across commercial corridors, contribute to the Town’s marketing and outreach efforts, support affordable housing-related initiatives, and serve as a connector between the Town and its business community.
  
  
Please refer to the attached job description for additional details.
  
  
To apply, please submit a resume and cover letter no later than July 6, 2025. Applications will be reviewed as they are received.
  
  
The Town of Johnstown provides generous benefits including vacation, holiday, sick time, medical, dental, vision, life insurance, retirement plan contributions, and health savings accounts. Specific requirements are stated in the Employee Handbook and Benefits Booklet.
  
  
**Expected Hiring range:** $54,349 - $65,219
  
  
The Town of Johnstown is an Equal Opportunity Employer. We do not discriminate on the basis of race, color, religion, national origin, sex, age, disability, or any other status protected by law or regulation. It is our intention that all qualified applicants be given equal opportunity and that selection be based on job-related factors. Reasonable accommodations will be made to enable qualified individuals with disabilities to perform the essential functions.","","https://www.indeed.com/cmp/Town-of-Johnstown","","","","","","","","","","","","","2025-06-19 05:50:16.371765","Implementation Specialist (Longmont, Local)"
